Leetcode_completed,Project_1_score,Project_2_score,Project_3_score,Total_full_stack_projects,Years_of_experience,No_of_certifications,CGPA,Non_IT_student,Communication_Level,Salary
322,2.11,7.75,9.75,2,0.5,4,7.11,1,expert,1091884
60,8.57,7.35,6.04,5,2.0,2,9.17,1,fluent,1057071
108,8.2,7.97,7.35,3,1.0,0,7.38,1,fluent,946569
287,4.41,2.69,1.1,2,1.0,4,9.94,0,fluent,995300
334,1.32,8.87,8.62,1,1.0,2,7.2,0,expert,1066168
196,3.82,1.37,8.39,2,1.0,1,8.25,0,exceptional,880934
197,6.19,3.36,6.53,3,0.5,0,5.25,1,expert,773184
71,4.54,5.87,5.02,5,0.5,4,8.27,1,fluent,892967
165,7.8,1.03,7.21,3,1.5,2,9.26,0,expert,1001702
142,9.98,7.3,0.06,7,2.0,0,9.71,1,fluent,1126524
301,1.91,3.87,5.92,2,1.5,0,9.99,1,fluent,955086
238,4.6,7.84,8.47,2,1.5,3,6.41,0,beginner,1047450
244,4.31,4.93,3.57,2,1.0,0,7.88,1,exceptional,850011
50,3.04,1.81,1.08,7,2.0,2,7.25,0,fluent,744072
33,1.98,7.35,4.21,3,1.0,1,7.82,1,beginner,736716
295,0.66,2.52,7.27,0,0.5,5,5.79,0,exceptional,763463
34,8.87,4.91,1.07,1,1.5,3,9.28,1,fluent,793615
145,4.2,0.76,2.06,9,2.0,2,9.55,1,exceptional,1014245
149,4.97,6.18,1.48,1,0.5,2,7.25,1,exceptional,741732
194,9.17,6.66,7.97,2,1.5,2,6.4,1,expert,1039839
96,7.76,3.79,0.63,5,2.0,4,5.7,1,beginner,810345
176,1.31,9.54,6.87,7,1.5,4,8.42,0,exceptional,1140624
232,5.65,8.74,3.66,0,2.0,1,6.56,1,expert,919604
73,4.42,7.08,7.56,8,1.5,2,9.55,0,exceptional,1137483
178,7.97,7.14,9.64,0,1.0,4,8.36,0,expert,1066237
317,7.24,2.52,1.15,9,1.5,4,8.23,0,fluent,1244634
92,6.9,6.57,3.14,1,1.5,4,7.8,1,fluent,868847
74,3.41,1.98,8.1,2,2.0,1,5.23,0,expert,732484
176,8.05,1.44,2.66,6,2.0,1,9.66,1,fluent,1039024
43,0.52,9.99,2.15,8,1.0,2,8.14,1,fluent,916539
124,1.6,6.22,8.25,2,2.0,3,9.97,1,fluent,966176
84,3.36,4.31,9.87,7,1.5,2,7.69,0,exceptional,1012555
191,0.77,2.88,5.57,8,2.0,4,8.55,1,expert,1046298
226,2.35,6.04,2.78,9,2.0,5,5.28,1,beginner,1017645
170,8.3,0.5,3.99,6,2.0,4,8.16,1,beginner,1015605
188,9.48,0.95,1.7,3,1.0,0,8.82,0,expert,886438
266,3.05,0.33,7.62,3,1.0,5,8.89,0,exceptional,1027596
93,2.65,4.99,7.73,3,0.5,5,8.85,0,fluent,927747
199,2.8,6.01,8.75,5,1.0,2,6.13,0,fluent,939637
73,2.78,0.62,0.27,3,1.0,4,9.88,1,exceptional,684811
132,0.36,7.21,5.62,4,1.0,4,9.98,0,beginner,911370
250,9.27,2.3,2.14,8,1.5,3,5.38,1,expert,1023889
185,2.14,6.85,3.41,6,0.5,0,9.68,0,expert,970596
143,4.2,9.82,7.85,7,1.5,2,6.45,1,exceptional,1087818
173,0.1,6.91,1.92,4,1.0,1,8.45,0,fluent,803483
174,8.58,8.83,6.38,4,1.0,2,6.69,0,fluent,1059683
317,7.31,9.48,6.55,10,0.5,5,9.84,0,fluent,1489023
167,9.47,4.87,9.54,6,0.5,2,5.51,1,expert,1023606
184,7.82,7.02,7.75,10,2.0,3,7.49,1,beginner,1292752
35,3.14,8.52,8.04,7,1.0,2,7.14,0,expert,948363
162,2.48,3.57,5.32,8,1.0,3,6.63,0,exceptional,978187
102,6.98,2.61,1.87,1,1.5,5,8.23,0,expert,799902
101,3.64,9.47,4.26,2,2.0,3,5.66,0,exceptional,843304
278,5.66,7.26,5.49,1,1.0,4,8.58,0,expert,1084121
282,0.06,2.2,6.78,9,1.5,1,9.9,0,beginner,1104984
344,0.62,4.49,6.08,6,0.5,5,9.02,1,exceptional,1178720
315,5.35,7.96,3.94,1,1.5,3,9.3,1,fluent,1125689
287,5.66,5.47,2.65,1,1.0,0,6.8,1,fluent,839022
109,7.51,6.5,1.68,1,1.5,5,6.62,1,expert,796971
170,1.32,7.54,6.94,3,1.5,0,7.59,1,expert,882385
347,5.13,6.22,6.45,0,2.0,1,5.23,1,beginner,924568
66,1.94,5.4,6.87,1,2.0,3,9.73,0,beginner,820757
149,0.93,7.5,3.73,2,0.5,5,5.72,0,fluent,708116
191,4.1,7.28,2.62,6,2.0,5,9.52,0,expert,1099790
265,1.63,6.3,7.6,9,1.5,1,5.42,0,exceptional,1103101
304,2.22,3.6,7.74,0,2.0,4,9.11,0,beginner,1028648
212,3.18,4.06,4.56,5,1.0,0,5.76,1,exceptional,865049
326,2.59,9.7,6.12,2,1.5,5,5.19,1,exceptional,1081841
43,0.88,1.12,3.74,2,1.5,2,8.6,1,beginner,594253
92,0.9,2.69,7.02,3,1.5,0,6.4,1,expert,678776
242,1.93,4.92,8.36,3,1.0,3,8.57,1,exceptional,1048098
126,0.51,8.37,6.88,6,1.5,1,7.78,0,expert,967838
66,6.26,1.64,5.13,2,2.0,0,5.54,1,exceptional,680463
312,2.87,2.77,4.59,7,1.0,2,9.66,1,expert,1117907
191,2.8,0.66,6.42,7,1.5,2,7.26,1,expert,940958
133,3.32,7.06,6.8,10,2.0,1,8.67,0,expert,1184553
60,6.63,2.38,5.59,6,2.0,1,7.51,0,expert,898277
256,8.71,3.89,6.25,1,0.5,0,8.02,0,beginner,966071
253,7.59,4.44,0.97,4,2.0,3,6.51,0,exceptional,984327
188,7.28,8.91,9.52,5,2.0,4,6.0,0,expert,1198352
97,4.84,4.11,7.91,9,0.5,2,7.71,0,fluent,1046060
160,6.94,1.45,3.74,3,0.5,1,7.2,1,exceptional,790510
94,5.53,5.24,5.63,9,1.0,4,6.95,1,exceptional,1015830
220,2.16,9.63,0.47,4,2.0,4,8.36,1,expert,1500000
293,2.09,6.08,0.41,8,1.0,4,8.45,0,exceptional,1159204
73,2.96,9.83,2.51,10,1.0,3,5.23,0,fluent,930654
340,9.11,8.41,6.9,6,1.5,1,6.69,0,fluent,1310946
154,5.47,0.36,8.52,1,1.0,2,7.06,0,fluent,787059
29,7.34,6.58,5.59,10,1.0,1,5.48,1,exceptional,964191
51,3.47,2.87,5.32,0,1.0,0,6.18,0,exceptional,564055
184,4.08,5.6,4.02,1,1.0,2,5.26,0,expert,723663
173,1.26,2.79,1.62,2,0.5,1,9.98,0,exceptional,767913
288,1.71,3.49,1.18,10,2.0,2,8.68,0,exceptional,1124456
254,8.27,9.23,7.61,1,1.5,0,5.44,0,expert,1024367
224,5.85,2.07,9.28,10,0.5,5,5.1,1,fluent,1138685
74,3.38,8.74,4.58,2,1.5,2,8.6,0,expert,874814
91,8.03,0.3,6.59,9,1.5,5,7.2,0,beginner,1010815
324,2.47,0.91,9.14,10,0.5,4,8.93,1,exceptional,1262303
82,9.76,8.55,0.9,10,1.0,3,9.62,0,exceptional,1188599
283,3.45,6.31,7.7,8,0.5,0,8.0,0,beginner,1145746
350,3.37,7.47,6.17,3,1.5,2,5.94,1,beginner,1020441
154,3.12,2.09,5.99,8,1.5,0,8.91,1,beginner,989540
239,1.22,5.37,2.93,10,1.0,4,9.78,1,expert,1168390
196,1.11,7.37,6.84,2,0.5,5,7.9,1,fluent,895712
282,6.48,6.27,7.95,0,2.0,3,8.41,1,expert,1122338
126,8.75,4.72,1.13,10,1.5,0,6.69,1,beginner,1023335
233,7.91,9.6,5.34,4,0.5,5,6.91,1,expert,1107812
315,1.41,6.76,1.01,9,1.0,4,8.67,1,exceptional,1185630
310,5.46,9.08,8.73,9,1.0,4,9.64,1,expert,1470388
140,1.06,7.3,5.08,1,2.0,4,8.14,1,beginner,862758
288,0.45,7.35,8.08,3,1.5,5,8.95,0,exceptional,1177225
174,6.56,0.8,3.68,1,2.0,2,5.86,1,fluent,729707
324,5.35,3.59,1.25,1,2.0,1,6.06,1,expert,868042
60,0.82,8.58,0.41,2,2.0,0,7.66,1,expert,683214
311,0.35,2.33,2.82,4,2.0,1,5.88,1,beginner,805904
327,9.9,1.16,2.44,3,1.0,4,8.17,1,fluent,1063643
335,0.3,3.26,5.6,1,1.5,1,6.46,0,exceptional,859082
232,4.45,2.2,0.22,10,2.0,5,8.96,0,beginner,1166440
130,5.05,9.25,5.21,9,1.5,4,9.04,0,beginner,1199817
182,1.17,8.68,3.92,1,1.0,4,7.32,1,expert,814739
145,1.69,5.0,5.77,5,1.0,3,5.9,1,fluent,839702
79,3.52,0.61,7.02,6,0.5,3,8.23,0,beginner,808133
36,7.62,7.15,6.34,9,0.5,5,9.96,1,expert,1137816
169,5.07,6.23,9.85,5,1.5,5,8.11,1,exceptional,1169641
160,6.38,9.71,1.38,6,0.5,1,5.18,0,beginner,902522
27,9.85,5.59,4.3,0,2.0,0,5.09,1,exceptional,708207
168,7.68,3.36,4.25,5,1.5,1,6.6,1,exceptional,922824
54,4.34,5.19,4.17,10,1.0,5,5.98,1,expert,941027
261,4.46,9.79,6.64,2,1.0,0,9.07,1,fluent,1500000
303,6.19,6.96,4.9,0,2.0,1,9.22,1,exceptional,1129661
139,6.65,6.72,5.17,7,0.5,2,6.29,1,beginner,943257
128,5.01,2.41,4.32,3,1.5,2,6.63,1,fluent,769473
142,6.45,7.44,9.92,9,1.5,0,6.18,0,fluent,1150011
29,0.24,7.5,9.28,7,2.0,3,9.54,0,expert,1033361
272,4.3,3.17,3.08,9,0.5,0,7.51,1,beginner,997755
345,2.79,4.84,1.12,10,1.5,1,8.28,1,beginner,1153398
145,1.29,2.95,8.4,3,2.0,4,7.08,0,expert,917146
310,1.0,2.59,9.97,3,1.5,2,8.16,0,expert,1057225
173,6.03,0.26,2.93,9,1.0,4,6.93,0,fluent,952260
108,5.24,2.85,3.58,3,1.5,2,6.7,0,exceptional,775467
255,2.54,5.54,9.42,5,1.5,1,8.17,0,exceptional,1127542
312,4.71,0.02,7.11,8,1.5,2,7.96,0,exceptional,1166646
185,4.92,2.83,2.96,4,0.5,0,6.47,0,exceptional,795582
296,1.95,8.81,5.81,9,0.5,4,5.75,1,beginner,1149028
62,6.52,5.94,9.44,7,2.0,5,6.84,0,beginner,1067853
250,7.81,6.08,8.12,7,0.5,4,7.08,0,expert,1232860
166,7.91,4.03,7.42,3,1.5,1,8.14,0,expert,1026562
316,6.02,6.76,7.37,10,1.5,5,9.57,1,exceptional,1480819
175,5.12,1.9,1.78,9,0.5,4,5.18,1,expert,833608
138,0.61,8.19,8.25,8,0.5,1,6.22,1,beginner,938511
261,2.88,1.17,2.76,8,1.5,3,5.97,0,exceptional,954083
90,0.93,6.56,9.3,4,1.5,0,7.51,0,exceptional,900898
282,9.64,3.41,3.65,5,1.0,2,7.15,0,beginner,1075222
273,1.35,7.48,8.58,4,2.0,2,8.65,1,fluent,1169955
347,1.52,5.5,2.66,2,0.5,2,6.21,1,exceptional,842627
204,8.9,4.52,5.15,10,2.0,3,7.97,1,expert,1312273
214,9.44,1.69,1.07,7,1.5,0,9.42,1,fluent,1068556
178,7.66,6.37,6.6,8,2.0,4,9.55,1,beginner,1296575
220,0.05,9.75,8.36,3,0.5,4,9.79,1,fluent,1117600
335,0.01,8.26,7.18,8,0.5,0,8.87,0,fluent,1203928
286,3.78,0.6,5.23,8,2.0,5,9.53,1,exceptional,1237898
167,1.43,3.76,0.45,6,0.5,0,6.17,1,fluent,1333093
340,0.18,9.26,9.33,7,1.0,2,5.99,1,expert,1196452
125,4.64,5.03,7.05,2,1.5,4,5.03,1,exceptional,840908
268,9.43,6.62,7.46,4,1.5,0,8.53,0,beginner,1219323
36,3.24,9.13,7.95,2,0.5,4,9.69,0,expert,901347
263,6.61,8.74,7.48,6,1.5,0,5.93,1,exceptional,1149226
73,6.52,5.02,4.41,5,1.0,1,8.18,0,fluent,906558
66,2.51,4.38,7.34,10,0.5,2,8.73,0,expert,1017682
190,6.5,3.4,6.25,2,1.0,0,9.64,0,exceptional,972194
106,2.12,7.19,8.54,8,1.0,3,8.23,0,exceptional,1096484
315,1.22,2.87,8.02,0,1.5,0,9.85,0,beginner,939279
182,7.01,2.5,0.41,9,1.5,1,6.72,0,exceptional,989485
240,1.13,3.56,3.79,2,2.0,3,6.75,0,beginner,833691
182,9.97,1.77,0.35,10,1.0,3,7.72,1,fluent,1059797
158,1.83,6.95,1.02,9,1.5,0,6.92,0,exceptional,938312
91,5.94,6.16,6.01,10,1.0,1,5.01,1,exceptional,977804
31,4.11,4.83,8.74,6,2.0,3,8.66,0,fluent,993838
38,1.26,3.9,1.2,2,1.0,2,8.76,0,exceptional,629932
97,0.28,9.09,4.51,2,0.5,5,8.73,0,exceptional,889897
187,6.23,0.29,9.11,1,2.0,2,6.73,1,expert,1500000
90,8.07,7.69,8.14,8,2.0,4,7.61,0,beginner,1164917
154,8.42,9.02,5.2,10,1.0,4,6.8,1,exceptional,1246593
230,4.83,4.46,7.72,3,1.0,1,5.08,0,exceptional,872275
300,7.77,5.51,5.23,9,1.5,3,7.81,0,beginner,1251759
280,6.73,9.44,1.58,5,0.5,2,5.62,1,expert,1028004
290,7.24,2.12,1.25,1,2.0,2,5.4,0,beginner,845358
49,4.93,5.2,1.88,8,2.0,5,8.78,0,exceptional,991671
305,6.33,4.75,3.51,6,2.0,1,5.05,0,fluent,999479
277,8.06,2.58,9.31,9,1.5,3,9.8,1,fluent,1348929
334,3.98,8.19,8.0,4,0.5,1,7.58,0,expert,1132819
313,8.06,9.0,4.33,6,2.0,0,9.92,0,expert,1392120
188,5.92,7.82,4.93,3,2.0,2,5.29,0,exceptional,949705
119,1.66,1.95,2.66,9,1.5,1,7.92,1,expert,887357
294,0.25,0.87,7.04,6,1.0,1,6.75,0,exceptional,952892
345,3.63,6.05,8.03,1,2.0,5,9.22,1,fluent,1223257
134,5.47,0.57,2.39,6,0.5,0,6.81,0,expert,733031
334,8.4,6.73,0.42,3,0.5,4,6.3,0,exceptional,1033465
262,1.27,5.3,6.24,3,0.5,2,9.29,1,beginner,955633
49,8.0,6.63,5.63,0,0.5,5,6.87,1,expert,793518
165,8.63,5.9,4.02,2,1.5,1,5.08,1,exceptional,874049
141,1.51,4.23,6.44,4,2.0,2,6.95,1,exceptional,915624
49,8.52,2.01,5.51,4,1.5,4,8.27,1,beginner,876645
103,9.91,3.06,2.51,1,0.5,1,6.27,0,fluent,1197998
92,7.27,5.25,3.98,3,0.5,0,7.16,0,beginner,785209
197,7.85,6.52,4.28,0,0.5,2,5.28,1,exceptional,811403
36,9.94,7.79,8.8,8,1.5,5,7.94,0,beginner,1232255
312,6.05,7.67,9.61,0,0.5,0,8.78,0,beginner,1081884
152,3.08,9.73,8.93,5,2.0,4,7.07,1,exceptional,1118834
120,8.38,2.86,7.19,6,0.5,4,7.1,1,fluent,999755
116,6.14,0.71,5.85,2,2.0,2,5.44,1,beginner,720701
165,5.81,3.46,6.89,0,2.0,4,6.01,0,beginner,840883
55,2.54,7.43,9.39,6,0.5,3,5.77,1,expert,870983
44,7.56,4.38,2.5,2,1.5,5,7.41,0,expert,820571
170,0.82,8.18,5.35,9,1.0,2,7.65,1,exceptional,1045942
340,9.24,5.49,6.9,5,1.0,3,9.74,1,exceptional,1334755
184,3.26,9.3,6.79,5,2.0,4,5.37,1,exceptional,993870
67,1.28,9.48,2.52,3,1.5,2,8.0,1,expert,787952
278,4.42,0.69,5.87,10,1.0,3,7.63,0,exceptional,1172318
154,0.42,4.56,7.96,5,0.5,4,7.58,0,beginner,890538
84,6.85,6.1,4.75,10,0.5,1,9.37,0,beginner,1063655
175,9.03,2.56,7.93,9,2.0,1,6.03,1,fluent,1147739
311,8.37,4.07,3.6,3,1.5,0,5.2,0,exceptional,972328
29,1.27,6.78,9.39,7,1.5,1,8.36,0,beginner,981872
290,1.26,2.27,5.34,8,1.0,3,6.73,0,beginner,1021800
154,8.13,6.02,5.96,1,1.0,5,5.09,1,fluent,858838
291,9.24,6.97,0.31,6,0.5,1,6.26,0,beginner,1060638
202,4.61,0.9,1.7,8,2.0,2,6.55,1,fluent,908066
277,4.99,4.98,6.33,8,1.5,2,8.08,1,fluent,1173193
80,3.18,2.63,4.2,4,1.0,2,5.86,0,expert,715144
107,8.94,7.24,5.08,0,1.0,1,7.07,0,beginner,833964
123,6.45,1.9,0.63,5,2.0,1,7.41,1,expert,844025
173,2.88,8.92,8.34,7,2.0,0,7.3,1,beginner,1114071
180,2.99,4.31,7.85,0,0.5,5,9.87,1,expert,957588
214,8.91,1.98,1.85,1,2.0,5,5.23,0,fluent,824045
287,0.14,4.38,6.34,0,0.5,4,9.75,1,fluent,912741
104,3.23,4.09,8.18,4,0.5,0,7.91,1,fluent,813501
276,5.54,4.29,6.41,1,2.0,3,8.98,1,fluent,1061438
121,1.48,5.86,3.1,9,2.0,2,7.15,0,beginner,920090
284,0.92,5.21,6.56,9,2.0,1,7.27,1,exceptional,1162488
284,8.15,1.5,2.1,3,2.0,4,9.4,1,beginner,1080973
127,8.94,0.66,3.18,0,2.0,4,9.48,1,expert,857682
64,8.24,7.29,2.4,6,0.5,1,6.19,1,beginner,803791
297,8.99,5.6,5.57,7,1.0,0,6.0,1,beginner,1115095
125,5.53,3.59,1.08,4,1.5,4,7.48,0,expert,859698
332,8.12,8.08,9.33,1,1.5,5,9.5,0,fluent,1308478
245,3.84,3.88,3.34,7,0.5,0,6.61,1,expert,959784
332,6.66,7.96,2.19,0,0.5,1,8.26,1,expert,956740
148,9.89,3.06,4.97,6,1.0,0,8.54,1,exceptional,1018438
255,2.26,0.73,2.77,0,2.0,5,8.89,1,exceptional,883480
202,3.9,9.33,5.35,5,0.5,2,7.82,1,fluent,1042907
87,4.8,3.95,3.49,5,1.5,1,7.01,1,expert,822491
140,1.38,7.93,1.32,4,2.0,5,9.84,0,expert,981035
215,0.81,2.79,2.66,1,0.5,1,8.06,1,expert,680876
86,8.3,6.46,4.38,1,2.0,5,8.64,1,beginner,928197
280,9.77,8.73,0.3,8,1.5,5,6.72,0,exceptional,1258904
31,4.05,0.42,7.71,4,2.0,4,8.35,0,exceptional,866354
179,0.88,8.31,6.22,4,0.5,4,6.29,0,fluent,875056
116,0.66,5.71,6.01,6,0.5,4,6.23,0,exceptional,813432
38,8.91,6.07,5.46,5,1.5,2,8.57,1,exceptional,1021372
253,4.64,5.23,5.9,1,1.0,2,7.61,0,fluent,925885
110,3.2,8.74,9.35,10,1.0,5,8.42,0,expert,1254320
157,4.76,0.43,0.09,0,2.0,3,6.35,0,beginner,607330
207,3.18,2.61,0.48,4,0.5,1,7.99,1,fluent,767855
86,4.89,8.76,1.91,3,0.5,4,7.22,1,exceptional,869351
243,8.6,7.52,1.67,2,1.5,1,7.98,1,fluent,978366
270,5.92,0.18,1.81,1,1.5,5,6.45,0,exceptional,821770
254,6.95,5.17,6.72,9,0.5,0,8.58,1,expert,1184518
103,3.65,5.3,4.59,1,1.5,5,9.03,0,expert,916429
173,7.39,4.01,9.92,3,1.0,2,6.3,0,expert,975493
162,6.67,2.97,2.27,1,1.0,3,6.5,0,exceptional,777802
338,1.2,6.82,3.11,3,2.0,0,8.31,0,fluent,972206
89,5.73,2.08,9.84,2,1.5,1,8.48,1,exceptional,897290
37,2.57,7.99,8.32,8,2.0,2,8.52,1,expert,1058317
237,8.04,8.03,4.7,6,1.5,4,8.41,1,expert,1263505
266,4.26,4.15,5.55,10,1.5,0,6.96,1,expert,1148544
237,9.95,2.84,8.43,2,1.0,2,6.97,0,exceptional,1033098
205,0.93,2.84,4.81,7,0.5,1,6.27,0,beginner,850989
197,7.8,4.82,2.06,8,1.5,5,5.78,0,expert,1095531
184,6.74,7.2,8.28,6,1.5,1,8.46,0,fluent,1201926
188,7.67,3.59,5.38,5,1.5,0,5.47,0,expert,936915
212,3.08,6.1,1.53,3,0.5,0,9.69,1,exceptional,881965
215,4.92,3.82,5.06,4,2.0,5,9.13,1,fluent,1085249
332,7.97,3.05,4.13,7,2.0,0,9.29,0,exceptional,1258691
280,2.33,0.25,8.77,2,1.5,3,9.53,0,beginner,1005848
207,2.26,0.04,1.26,1,1.5,4,7.04,1,beginner,652375
141,5.51,2.27,8.75,2,2.0,2,9.23,1,exceptional,981429
306,5.24,4.06,5.12,6,2.0,5,5.79,0,expert,1170989
220,2.82,8.51,4.04,7,1.0,1,5.11,1,fluent,949064
58,2.98,7.98,1.62,0,1.5,1,8.92,1,expert,704898
76,2.78,2.67,7.01,6,2.0,4,5.37,0,exceptional,828489
136,7.72,2.45,9.27,8,1.0,0,9.94,0,exceptional,1165619
276,6.52,2.27,3.75,2,0.5,0,8.37,1,expert,909859
106,8.32,3.39,2.42,2,1.5,1,8.77,1,fluent,833575
256,9.75,4.98,5.55,7,2.0,4,6.23,0,fluent,1212711
251,4.74,4.39,7.96,3,1.5,1,8.37,1,fluent,1047523
257,0.67,2.18,0.04,7,1.0,0,5.22,1,fluent,737790
245,0.48,1.3,6.31,4,2.0,5,9.19,1,fluent,1016673
66,2.96,0.13,5.97,2,0.5,2,5.85,0,beginner,565757
45,9.33,1.54,3.18,3,0.5,0,8.49,1,beginner,715731
66,5.23,7.05,4.51,3,1.0,5,6.12,1,exceptional,820628
137,2.72,2.44,2.47,7,0.5,2,5.34,0,beginner,715229
129,3.99,4.69,7.9,5,0.5,3,7.41,0,fluent,935160
216,5.99,5.91,6.35,6,0.5,4,5.85,1,fluent,1035103
41,6.53,8.87,5.33,8,0.5,5,8.65,0,fluent,1074251
144,1.54,8.89,3.93,5,0.5,3,6.19,0,exceptional,865156
153,9.77,7.46,2.91,2,0.5,0,6.71,1,exceptional,852543
154,5.45,0.35,8.23,2,0.5,4,7.84,0,expert,823642
84,1.36,5.75,4.51,10,2.0,5,6.42,1,beginner,948045
72,8.94,7.87,5.01,2,0.5,0,6.89,1,beginner,781764
53,0.75,0.17,5.21,9,2.0,4,9.08,0,expert,912357
121,9.08,5.5,4.48,1,1.5,4,5.9,1,expert,862745
34,9.97,8.58,2.56,0,1.0,0,5.41,1,beginner,640741
266,7.0,4.74,1.2,10,0.5,0,6.64,1,fluent,1046806
338,7.7,0.04,0.99,9,1.0,5,7.12,1,beginner,1127130
256,3.37,0.11,7.57,0,0.5,4,7.71,1,fluent,796118
301,9.42,4.17,2.24,3,2.0,5,6.86,0,exceptional,1104924
308,5.3,1.55,0.56,2,0.5,4,8.95,0,beginner,871032
227,7.32,6.64,7.98,4,1.5,5,5.2,1,beginner,1044957
271,9.24,7.09,1.54,8,1.0,0,7.16,1,exceptional,1178223
314,9.75,1.78,6.25,7,1.0,0,6.91,0,exceptional,1171609
288,8.33,8.89,3.39,8,1.5,1,8.24,1,exceptional,1341690
238,3.03,4.42,1.26,4,2.0,5,9.83,1,exceptional,1036483
224,9.67,1.43,4.14,7,2.0,1,7.55,1,exceptional,1134245
103,6.28,7.64,0.15,3,1.5,1,9.93,0,expert,904227
197,9.31,7.9,8.41,4,1.0,3,6.51,1,expert,1112179
93,6.76,6.39,5.13,2,0.5,4,5.15,0,exceptional,837777
111,3.07,8.53,1.39,4,2.0,2,5.83,1,exceptional,799448
125,3.7,7.37,2.37,2,0.5,3,6.98,1,exceptional,799227
32,5.5,8.82,4.48,4,1.0,4,6.58,0,exceptional,870080
224,7.9,4.34,1.89,10,0.5,2,5.49,0,fluent,1001826
111,3.18,7.48,2.69,4,1.5,1,7.16,1,fluent,787917
67,5.8,10.0,5.34,5,2.0,2,6.69,1,exceptional,1500000
133,3.46,7.25,8.33,8,2.0,0,5.61,1,exceptional,1007573
176,8.16,1.14,4.02,0,1.5,0,6.48,0,beginner,717315
41,4.67,5.18,7.17,9,1.5,5,9.43,1,exceptional,1087738
157,0.77,5.87,8.77,5,2.0,4,6.51,0,exceptional,1006030
172,1.66,1.74,2.16,0,2.0,3,8.57,1,expert,696575
301,0.61,9.63,8.07,5,2.0,1,8.06,1,fluent,1178052
256,4.99,1.76,7.57,1,1.0,4,7.14,1,exceptional,897233
338,1.06,1.78,3.57,7,1.0,1,6.2,1,fluent,950571
252,1.14,9.15,9.9,10,1.0,0,6.85,1,fluent,1161098
163,9.41,4.65,2.63,2,0.5,3,7.96,1,beginner,868877
235,8.73,0.63,2.55,9,1.0,3,6.75,1,fluent,1050772
52,4.52,5.98,7.72,5,2.0,0,6.07,0,fluent,866449
75,9.86,6.02,4.35,5,1.0,2,5.58,1,exceptional,866390
285,0.0,0.65,3.31,3,2.0,3,9.4,1,expert,887443
285,6.14,9.73,1.79,4,1.5,2,7.2,1,exceptional,1115316
32,6.16,5.44,7.65,1,0.5,1,8.13,1,exceptional,773797
344,4.57,5.6,7.86,9,0.5,3,7.45,0,expert,1260855
162,3.97,5.2,5.67,9,1.5,5,9.36,0,expert,1213355
62,4.55,6.11,9.57,7,2.0,0,7.73,1,beginner,997419
135,4.15,2.64,3.18,9,0.5,2,7.4,1,expert,890200
244,7.3,2.87,2.2,6,1.0,5,9.62,0,exceptional,1120516
247,1.35,5.11,6.77,9,2.0,1,8.6,0,expert,1169789
160,1.98,8.07,7.58,5,0.5,1,5.56,0,expert,867976
280,1.81,0.5,2.25,6,1.5,3,5.89,1,expert,863548
73,2.62,6.03,0.77,0,2.0,3,8.94,0,fluent,751759
316,5.25,8.07,8.11,4,0.5,5,9.18,0,beginner,1224971
348,1.11,1.57,9.77,6,1.5,4,7.73,1,fluent,1140569
102,8.68,0.15,6.45,0,2.0,4,7.77,1,fluent,817066
129,2.97,3.13,2.78,1,1.0,3,8.16,1,beginner,705232
193,1.63,5.88,9.97,8,2.0,4,7.2,0,fluent,1185664
241,6.76,1.38,8.93,2,1.0,0,8.4,0,expert,979345
143,0.38,4.26,5.13,5,2.0,5,5.54,0,beginner,813902
214,6.2,5.52,8.25,6,1.5,0,9.81,0,fluent,1206271
279,6.98,5.99,8.16,8,1.0,4,8.75,1,exceptional,1305776
290,2.15,2.74,9.35,4,1.0,3,8.16,0,fluent,1013876
173,0.42,4.0,8.41,3,2.0,0,6.58,1,exceptional,895433
188,3.64,7.78,6.44,10,0.5,1,5.8,0,expert,1051093
164,0.99,9.41,6.09,1,1.0,3,7.05,0,exceptional,862064
282,1.16,8.62,4.67,2,2.0,5,8.31,0,fluent,1088812
293,2.54,5.64,6.26,4,1.5,2,8.17,1,fluent,1070756
205,2.95,4.1,7.95,10,2.0,2,6.91,0,fluent,1165285
184,5.3,3.33,9.69,1,2.0,3,8.07,1,beginner,991554
312,6.78,1.25,4.67,3,1.0,4,9.07,1,beginner,1020847
312,5.93,1.07,5.74,0,0.5,0,5.13,1,fluent,768074
250,1.48,6.88,4.45,3,1.5,0,7.25,1,fluent,909555
35,1.72,2.6,6.68,6,1.0,3,8.79,0,expert,850041
34,8.79,2.55,6.3,2,1.0,1,7.73,0,beginner,774036
295,5.58,9.98,0.18,9,1.0,5,8.26,1,beginner,1201963
297,8.7,1.88,5.41,7,1.5,4,7.58,1,beginner,1175437
207,3.72,1.48,0.88,5,0.5,1,9.96,0,exceptional,866462
177,6.14,0.99,0.26,5,1.5,3,5.27,0,fluent,738221
339,5.24,5.8,7.91,0,1.5,3,7.46,1,expert,1066270
148,3.19,6.28,2.59,4,0.5,1,5.46,0,expert,750230
138,4.7,3.65,3.41,2,1.5,2,5.8,0,fluent,732405
302,5.02,5.35,0.64,9,2.0,3,6.92,0,fluent,1158810
237,2.01,7.88,1.8,0,1.5,5,5.78,1,expert,795774
196,3.15,8.18,7.66,7,1.0,4,9.82,1,exceptional,1238298
312,7.91,9.58,4.94,6,1.5,1,9.73,1,expert,1342420
198,9.16,8.24,8.81,6,1.0,2,6.68,1,exceptional,1212356
